president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,Adults,12/12/2022,9/23/2022,9/27/2022,YouGov,B+,1566,a,.93126789,0,39,53,39.211562,53.604947,"","",https://news.yahoo.com/poll-midterm-momentum-shifts-back-to-gop-as-inflation-fears-grow-151344613.html,80869,162642,9/29/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/22/2022,9/28/2022,Morning Consult,B,45000,a,.1558299,0,43,51,41.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,80951,162950,10/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/23/2022,9/29/2022,Morning Consult,B,45000,a,.15544566,0,43,51,41.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,80952,162951,10/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/24/2022,9/27/2022,YouGov,B+,1500,a,.89033331,0,40.87,50.1,41.081562,50.704947,"","",https://today.yougov.com/topics/politics/articles-reports/2022/09/28/politics-elections-economist-yougov,80841,162549,9/28/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/26/2022,9/27/2022,Ipsos,B-,1004,a,.33165602,0,41.16,52.84,39.89751,52.838983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,80831,162492,9/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/24/2022,9/30/2022,Morning Consult,B,45000,a,.15506644,0,43,51,41.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,80953,162952,10/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/27/2022,9/29/2022,Marist College,A,1690,a,2.59611,0,44,49,44.21906,48.549782,"","",https://maristpoll.marist.edu/polls/bidens-job-approval-rating-the-midterm-elections/,80950,162957,10/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/25/2022,10/1/2022,Morning Consult,B,45000,a,.15468225,0,43,51,41.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,80954,162953,10/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/26/2022,10/2/2022,Morning Consult,B,45000,a,.15421774,0,43,51,41.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,80955,162954,10/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/27/2022,10/3/2022,Morning Consult,B,45000,a,.15369268,0,43,50,41.579656,52.155427,"",T,https://morningconsult.com/form/global-leader-approval/,80956,162955,10/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/28/2022,10/4/2022,Morning Consult,B,45000,a,.15307526,0,43,50,41.579656,52.155427,"",T,https://morningconsult.com/form/global-leader-approval/,80957,162956,10/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/30/2022,10/1/2022,Morning Consult,B,2210,a,.05262387,0,42,53,40.579656,55.155427,"","",https://morningconsult.com/2022/11/01/homeownership-housing-market-survey-data/,81399,164477,11/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/29/2022,10/3/2022,Ipsos,B-,4415,a,1.308316,0,41,53,39.73751,52.998983,"","",https://www.ipsos.com/en-us/news-polls/americans-continue-to-feel-economic-pressure-with-inflation-remaining-top-issue,81415,164531,11/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/30/2022,10/2/2022,Morning Consult,B,2211,a,.05264768,0,43,53,41.579656,55.155427,"","",https://morningconsult.com/2022/10/13/esg-greenwashing-banks-financial-institutions-survey-data/,81046,163260,10/13/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/30/2022,10/2/2022,Léger,B/C,1002,a,.95813716,0,41,57,39.862583,55.916071,"","",https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-october-7-2022/,80974,163007,10/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/29/2022,10/5/2022,Morning Consult,B,45000,a,.15346866,0,43,51,41.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81039,163253,10/13/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,9/30/2022,10/6/2022,Morning Consult,B,45000,a,.15386663,0,43,51,41.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81040,163254,10/13/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/1/2022,10/4/2022,YouGov,B+,1500,a,.91912693,0,42.56,48.75,42.771562,49.354947,"","",https://today.yougov.com/topics/politics/articles-reports/2022/10/05/politics-elections-economist-yougov-poll-oct-2022,80934,162820,10/5/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/1/2022,10/7/2022,Morning Consult,B,45000,a,.15426925,0,43,51,41.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81041,163255,10/13/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/3/2022,10/4/2022,Ipsos,B-,1003,a,.31835015,0,39.5,52.93,38.23751,52.928983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,80940,162881,10/5/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/2/2022,10/8/2022,Morning Consult,B,45000,a,.15466675,0,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81042,163256,10/13/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/5/2022,10/7/2022,TIPP Insights,A+,1376,a,2.5237729,0,41,49,40.870529,52.940171,"","",https://www.investors.com/politics/biden-job-approval-rating-backslides-as-recession-fears-mount/,80990,163068,10/10/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/5/2022,10/7/2022,Big Village,B,1005,a,1.1617412,0,40.7,53.6,40.503487,54.886844,"","",https://big-village.com/public-opinion-polling/,80977,163022,10/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/3/2022,10/9/2022,Morning Consult,B,45000,a,.15502716,0,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81043,163257,10/13/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/4/2022,10/10/2022,Morning Consult,B,45000,a,.15539262,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81044,163258,10/13/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/6/2022,10/10/2022,AP-NORC,"",1121,a,1.4803915,0,43,56,40.200454,54.876959,"","",https://apnorc.org/projects/people-are-feeling-increasingly-negative-about-their-personal-finances/,81031,163230,10/12/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/5/2022,10/11/2022,Morning Consult,B,45000,a,.15573139,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81045,163259,10/13/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/6/2022,10/12/2022,Morning Consult,B,45000,a,.15561674,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81131,163619,10/20/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/7/2022,10/13/2022,Morning Consult,B,45000,a,.15526521,0,41,52,39.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81132,163620,10/20/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/8/2022,10/11/2022,YouGov,B+,1500,a,.75737733,0,45,46,45.211562,46.604947,"","",https://docs.cdn.yougov.com/744ja7zgss/econtoplines.pdf,81017,163136,10/12/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/10/2022,10/11/2022,Ipsos,B-,1004,a,.41973719,0,39.94,54.51,38.67751,54.508983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81012,163120,10/11/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/8/2022,10/14/2022,Morning Consult,B,45000,a,.15488614,0,41,52,39.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81133,163621,10/20/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/9/2022,10/15/2022,Morning Consult,B,45000,a,.15446794,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81134,163622,10/20/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/3/2022,10/20/2022,Gallup,B+,1009,a,1.5394289,0,40,56,39.433306,54.591779,"","",https://news.gallup.com/poll/403970/biden-job-approval-back-down.aspx,81257,164022,10/25/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/10/2022,10/16/2022,Pew Research Center,B/C,5098,a,2.7801248,0,38,59,37.621779,56.945151,"","",https://www.pewresearch.org/politics/2022/10/20/midterm-voting-intentions-are-divided-economic-gloom-persists/,81157,163724,10/20/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/10/2022,10/16/2022,Morning Consult,B,45000,a,.15361143,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81135,163623,10/20/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/11/2022,10/17/2022,Morning Consult,B,45000,a,.15276661,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81136,163624,10/20/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/12/2022,10/18/2022,Morning Consult,B,45000,a,.15190259,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81137,163625,10/20/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/13/2022,10/17/2022,YouGov,B+,1629,a,.68510911,0,43,51,43.211562,51.604947,"","",https://news.yahoo.com/2022-poll-democratic-lead-on-midterm-ballot-nearly-disappears-as-election-approaches-154133569.html,81109,163490,10/18/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/13/2022,10/17/2022,Monmouth University,A,808,a,1.5047461,0,40,53,40.712196,52.583058,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_102022/,81150,163696,10/20/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/13/2022,10/19/2022,Morning Consult,B,45000,a,.15080977,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81288,164172,10/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/1/2022,10/31/2022,SurveyMonkey,C,180517,a,1.6102517,0,43,55,41.838284,52.623376,"","",https://www.surveymonkey.com/curiosity/biden-approval-tracker-2022/,81624,165295,11/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/14/2022,10/20/2022,Morning Consult,B,45000,a,.14973634,0,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81289,164173,10/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/16/2022,10/18/2022,YouGov,B+,1500,a,.60146549,0,38.91,53.99,39.121562,54.594947,"","",https://docs.cdn.yougov.com/ez0xfzdbfl/econtoplines.pdf,81127,163585,10/19/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/15/2022,10/21/2022,Morning Consult,B,45000,a,.14847183,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81290,164174,10/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/14/2022,10/21/2022,YouGov,B+,3000,a,1.1925576,0,41,52,41.211562,52.604947,"","",https://www.vice.com/en/article/n7z9a8/republican-voters-white-supremacy,81304,164215,10/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/17/2022,10/18/2022,Ipsos,B-,1002,a,.32280643,0,39.97,53.91,38.70751,53.908983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81113,163524,10/18/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/17/2022,10/19/2022,YouGov,B+,1000,a,.39751919,0,40,52,40.211562,52.604947,"","",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,81180,163938,10/24/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/17/2022,10/20/2022,American Research Group,C+,1100,a,1.1012644,0,39,55,37.760708,55.413148,"","",https://americanresearchgroup.com/economy/,81172,163768,10/21/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/16/2022,10/22/2022,Morning Consult,B,45000,a,.1472254,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81291,164175,10/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/10/2022,10/28/2022,Morning Consult,B,4420,a,.10122564,0,44,52,42.579656,54.155427,"","",https://morningconsult.com/2022/12/08/covid-19-vaccine-importance-children-survey/,81792,166123,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/17/2022,10/23/2022,Morning Consult,B,45000,a,.14692853,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81292,164176,10/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/19/2022,10/21/2022,Morning Consult,B,2210,a,.05051076,0,44,51,42.579656,53.155427,"","",https://morningconsult.com/2022/10/31/next-james-bond-hardy-cavill/,81376,164440,10/31/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/18/2022,10/24/2022,Morning Consult,B,45000,a,.14709836,0,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81293,164177,10/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/18/2022,10/24/2022,Ipsos,B-,4413,a,1.3393794,0,40,54,38.73751,53.998983,"","",https://www.ipsos.com/en-us/news-polls/americans-continue-to-feel-economic-pressure-with-inflation-remaining-top-issue,81414,164530,11/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/19/2022,10/25/2022,Morning Consult,B,45000,a,.14704373,0,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81294,164178,10/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/20/2022,10/26/2022,Morning Consult,B,45000,a,.14694159,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81473,164829,11/3/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/22/2022,10/25/2022,YouGov,B+,1500,a,.69145617,0,41.54,50.82,41.751562,51.424947,"","",https://today.yougov.com/topics/politics/articles-reports/2022/10/26/politics-elections-economist-yougov-poll-oct-2022,81267,164093,10/26/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/21/2022,10/27/2022,Morning Consult,B,45000,a,.14683978,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81474,164830,11/3/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/24/2022,10/26/2022,Big Village,B,1006,a,.89040898,0,41.1,51.6,40.903487,52.886844,"","",https://big-village.com/public-opinion-polling/,81268,164101,10/26/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/22/2022,10/28/2022,Morning Consult,B,45000,a,.14654387,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81475,164831,11/3/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/24/2022,10/25/2022,Ipsos,B-,1005,a,.35573001,0,38.87,54.77,37.60751,54.768983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81259,164035,10/25/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/23/2022,10/29/2022,Morning Consult,B,45000,a,.14605679,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81476,164832,11/3/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/25/2022,10/26/2022,Morning Consult,B,2210,a,.05021108,0,44,52,42.579656,54.155427,"","",https://morningconsult.com/2022/11/03/resale-shopping-ebay-facebook-marketplace/,81480,164836,11/3/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/24/2022,10/27/2022,Marist College,A,1586,a,2.4262858,0,42,50,42.21906,49.549782,"","",https://maristpoll.marist.edu/polls/2022-midterm-elections/,81433,164587,11/2/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/24/2022,10/30/2022,Morning Consult,B,45000,a,.14603233,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81477,164833,11/3/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/26/2022,10/30/2022,Quinnipiac University,A-,2203,a,2.4654359,0,36,53,39.176607,52.043067,"","",https://poll.qu.edu/poll-release?releaseid=3861,81443,164672,11/2/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/25/2022,10/31/2022,Morning Consult,B,45000,a,.14597888,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81478,164834,11/3/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/27/2022,10/28/2022,Morning Consult,B,2210,a,.0501843,0,46,50,44.579656,52.155427,"","",https://morningconsult.com/2022/11/07/kanye-west-ye-brand-antisemitism/,81576,165120,11/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/27/2022,10/31/2022,YouGov,B+,1641,a,.86175364,0,42,49,42.211562,49.604947,"","",https://news.yahoo.com/final-yahoo-news-you-gov-midterm-poll-spells-trouble-democrats-171717450.html,81482,164838,11/3/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/26/2022,10/31/2022,SSRS,C,1508,a,1.1247084,0,41,59,39.528904,57.175422,"","",https://www.cnn.com/2022/11/02/politics/cnn-poll-gop-congressional-election/index.html,81434,164589,11/2/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/26/2022,11/1/2022,Morning Consult,B,45000,a,.14635881,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81479,164835,11/3/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/28/2022,10/30/2022,Léger,B/C,1005,a,.96012541,0,44,54,42.862583,52.916071,"","",https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-november-3-2022/,81515,164948,11/4/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/27/2022,11/2/2022,Morning Consult,B,45000,a,.14674266,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81638,165367,11/10/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/28/2022,11/3/2022,Morning Consult,B,45000,a,.14673673,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81639,165368,11/10/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/29/2022,11/1/2022,YouGov,B+,1500,a,.80944577,0,41.9,49.92,42.111562,50.524947,"","",https://today.yougov.com/topics/politics/articles-reports/2022/11/02/politics-elections-economist-yougov-poll-oct-2022,81444,164704,11/2/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/30/2022,11/2/2022,ABC News/The Washington Post,A+,1005,a,1.9862115,0,41,53,41.500323,52.316082,"","",https://abcnews.go.com/Politics/economic-discontent-fuels-gop-hopes-midterms-draw-close/story?id=92679694&mc_cid=9b9e5c0c66&mc_eid=UNIQID,81566,165079,11/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/31/2022,11/1/2022,Ipsos,B-,1004,a,.53476726,0,40.49,54.91,39.22751,54.908983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81423,164559,11/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/31/2022,11/2/2022,Morning Consult,B,2217,a,.05046815,0,42,54,40.579656,56.155427,"","",https://morningconsult.com/2022/11/09/black-panther-recast-chadwick-boseman/,81634,165331,11/9/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/31/2022,11/2/2022,Premise,"",1540,a,.96208823,0,35,57,36.662586,56.608866,"","",https://www.premise.com/blog/premise-poll-midterm-elections/,81635,165332,11/9/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/29/2022,11/4/2022,Morning Consult,B,45000,a,.14634104,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81640,165369,11/10/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/31/2022,11/2/2022,Big Village,B,1006,a,.7433862,0,41.2,51.9,41.003487,53.186844,"","",https://big-village.com/public-opinion-polling/,81461,164775,11/2/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/30/2022,11/5/2022,Morning Consult,B,45000,a,.14646798,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81641,165370,11/10/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,10/31/2022,11/6/2022,Morning Consult,B,45000,a,.14643384,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81642,165371,11/10/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/2/2022,11/4/2022,Big Village,B,1009,a,.73862911,0,39.7,51.5,39.503487,52.786844,"","",https://big-village.com/public-opinion-polling/,81526,164973,11/4/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/1/2022,11/7/2022,Morning Consult,B,45000,a,.14642795,0,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81643,165372,11/10/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/3/2022,11/4/2022,Morning Consult,B,2210,a,.05033868,0,44,52,42.579656,54.155427,"","",https://morningconsult.com/2022/11/08/gop-voters-midterm-election-trust-data/,81631,165328,11/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/2/2022,11/8/2022,Morning Consult,B,45000,a,.1469187,0,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81644,165373,11/10/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/3/2022,11/6/2022,YouGov,B+,1500,a,.94888513,0,42,51,42.211562,51.604947,"","",https://docs.cdn.yougov.com/2fp36kbnpx/econtoplines.pdf,81591,165152,11/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/4/2022,11/6/2022,Morning Consult,B,2210,a,.05050738,0,41,53,39.579656,55.155427,"","",https://morningconsult.com/2022/11/10/commanders-fans-dan-snyder-sell-team/,81645,165374,11/10/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/4/2022,11/7/2022,Ipsos,B-,1004,a,.59110545,0,38.55,56.56,37.28751,56.558983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81621,165277,11/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/5/2022,11/7/2022,TIPP Insights,A+,1359,a,2.5130339,0,41,49,40.870529,52.940171,"","",https://www.investors.com/politics/biden-approval-rating-economy-weigh-on-democrats-midterm-election-hopes/,81580,165127,11/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/5/2022,11/7/2022,AtlasIntel,A,1013,a,1.8611622,0,36.2,53.3,37.4023,53.237871,"","",https://atlasintel.org/poll/usa-national-2022-11-07,81616,165252,11/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/3/2022,11/9/2022,Morning Consult,B,45000,a,.14792062,0,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81676,165532,11/17/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/4/2022,11/10/2022,Morning Consult,B,45000,a,.14855869,0,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81677,165533,11/17/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/5/2022,11/11/2022,Morning Consult,B,45000,a,.1490239,.00090143,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81678,165534,11/17/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/6/2022,11/12/2022,Morning Consult,B,45000,a,.14931204,.00180601,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81679,165535,11/17/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/9/2022,11/10/2022,Big Village,B,1006,a,.79653668,.02013423,41.4,51.9,41.203487,53.186844,"","",https://big-village.com/public-opinion-polling/,81649,165381,11/11/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/7/2022,11/13/2022,Morning Consult,B,45000,a,.14956788,.00271632,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81680,165536,11/17/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/10/2022,11/12/2022,Morning Consult,B,2210,a,.05150521,.00124964,46,50,44.579656,52.155427,"","",https://morningconsult.com/2022/11/15/gop-voters-increasingly-see-midterm-elections-as-free-and-fair/,81667,165428,11/15/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/8/2022,11/14/2022,Morning Consult,B,45000,a,.14982123,.00363501,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81681,165537,11/17/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/9/2022,11/14/2022,Morning Consult,B,2209,a,.05174926,.0015696,44,51,42.579656,53.155427,"","",https://morningconsult.com/2022/11/17/twitter-advertising-brands-elon-musk/,81683,165539,11/17/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/9/2022,11/15/2022,Morning Consult,B,23663,a,.0791918,.00240195,43,51,41.579656,53.155427,*,T,https://morningconsult.com/form/global-leader-approval/,81682,165538,11/17/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/11/2022,11/13/2022,Léger,B/C,1007,a,.88935477,.03847864,42,55,40.862583,53.916071,"","",https://leger360.com/surveys/legers-north-american-tracker-november-15-2022/,81663,165426,11/15/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/10/2022,11/16/2022,Morning Consult,B,45000,a,.1504827,.00551443,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81708,165768,11/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/13/2022,11/15/2022,YouGov,B+,1500,a,1.1314205,.05227787,42.5,49.94,42.711562,50.544947,"","",https://today.yougov.com/topics/politics/articles-reports/2022/11/16/politics-elections-economist-yougov-poll-nov-2022,81670,165475,11/16/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/11/2022,11/17/2022,Morning Consult,B,45000,a,.15048987,.0064788,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81709,165769,11/27/2022,10:46:58 12 Dec 2022
