Year,State,PartyColor,ElectoralVote,Winner
1896,Kansas,Democrat,10,William J. Bryan
1896,Kentucky,Republican,12,William McKinley
1896,Kentucky-2,Democrat,1,William J. Bryan
1896,Louisiana,Democrat,8,William J. Bryan
1896,Maine,Republican,6,William McKinley
1896,Maryland,Republican,8,William McKinley
1896,Massachusetts,Republican,15,William McKinley
1896,Michigan,Republican,14,William McKinley
1896,Minnesota,Republican,9,William McKinley
1896,Mississippi,Democrat,9,William J. Bryan
1896,Missouri,Democrat,17,William J. Bryan
1896,Montana,Democrat,3,William J. Bryan
1896,Nebraska,Democrat,8,William J. Bryan
1896,Nevada,Democrat,3,William J. Bryan
1896,New Hampshire,Republican,4,William McKinley
1896,New Jersey,Republican,14,William McKinley
1896,New Mexico,Vacant State,0,
1896,New York,Republican,36,William J. Bryan
1896,North Carolina,Democrat,11,William J. Bryan
1896,North Dakota,Republican,3,William McKinley
1896,Ohio,Republican,23,William McKinley
1896,Oklahoma,Vacant State,0,
1896,Oregon,Republican,4,William McKinleyn
1896,Pennsylvania,Republican,32,William McKinley
1896,Rhode Island,Republican,4,William McKinley
1896,South Carolina,Democrat,9,William J. Bryan
1896,South Dakota,Democrat,4,William J. Bryan
1896,Tennessee,Democrat,12,William J. Bryan
1896,Texas,Democrat,15,William J. Bryan
1896,Utah,Democrat,3,William J. Bryan
1896,Vermont,Republican,4,William McKinley
1896,Virginia,Democrat,12,William J. Bryan
1896,Washington,Democrat,4,William J. Bryan
1896,West Virginia,Republican,6,William McKinley
1896,Wisconsin,Republican,12,William McKinley
1896,Wyoming,Democrat,3,William J. Bryan
1896,"Washington, D.C.",Vacant State,0,
1892,Alabama,Democrat,11,Grover Cleveland
1892,Alaska,Vacant State,0,
1892,Arizona,Vacant State,0,
1892,Arkansas,Democrat,8,Grover Cleveland
1892,California,Democrat,8,Grover Cleveland
1892,California-2,Republican,1,Benjamin Harrison
1892,Colorado,Other,4,James B. Weaver
1892,Connecticut,Democrat,6,Grover Cleveland
1892,Delaware,Democrat,3,Grover Cleveland
1892,Florida,Democrat,4,Grover Cleveland
1892,Georgia,Democrat,13,Grover Cleveland
1892,Hawaii,Vacant State,0,
1892,Idaho,Other,3,James B. Weaver
1892,Illinois,Democrat,24,Benjamin Harrison
1892,Indiana,Democrat,15,Benjamin Harrison
1892,Iowa,Republican,13,Benjamin Harrison
1892,Kansas,Other,10,James B. Weaver
1892,Kentucky,Democrat,13,Grover Cleveland
1892,Louisiana,Democrat,8,Grover Cleveland
1892,Maine,Republican,6,Benjamin Harrison
1892,Maryland,Democrat,8,Benjamin Harrison
1892,Massachusetts,Republican,15,Benjamin Harrison
1892,Michigan,Republican,9,Benjamin Harrison
1892,Michigan-2,Democrat,5,Grover Cleveland
1892,Minnesota,Republican,9,Benjamin Harrison
1892,Mississippi,Democrat,9,Grover Cleveland
1892,Missouri,Democrat,17,Grover Cleveland
1892,Montana,Republican,3,Grover Cleveland
1892,Nebraska,Republican,8,Grover Cleveland
1892,Nevada,Other,3,James B. Weaver
1892,New Hampshire,Republican,4,Benjamin Harrison
1892,New Jersey,Democrat,10,Grover Cleveland
1892,New Mexico,Vacant State,0,
1892,New York,Democrat,36,Grover Cleveland
1892,North Carolina,Democrat,11,Grover Cleveland
1892,North Dakota,Other,1,James B. Weaver
1892,North Dakota-2,Republican,1,James B. Weaver
1892,North Dakota-3,Democrat,1,James B. Weaver
1892,Ohio,Republican,22,Benjamin Harrison
1892,Ohio-2,Democrat,1,Grover Cleveland
1892,Oklahoma,Vacant State,0,
1892,Oregon,Republican,3,Benjamin Harrison
1892,Oregon-2,Other,1,James B. Weaver
1892,Pennsylvania,Republican,32,Benjamin Harrison
1892,Rhode Island,Republican,4,Benjamin Harrison
1892,South Carolina,Democrat,9,Grover Cleveland
1892,South Dakota,Republican,4,Grover Cleveland
1892,Tennessee,Democrat,12,Grover Cleveland
1892,Texas,Democrat,15,Grover Cleveland
1892,Utah,Vacant State,0,
1892,Vermont,Republican,4,Benjamin Harrison
1892,Virginia,Democrat,12,Grover Cleveland
1892,Washington,Republican,4,Grover Cleveland
1892,West Virginia,Democrat,6,Grover Cleveland
1892,Wisconsin,Democrat,12,Grover Cleveland
1892,Wyoming,Republican,3,Grover Cleveland
1892,"Washington, D.C.",Vacant State,0,
1888,Alabama,Democrat,10,Grover Cleveland
1888,Arkansas,Democrat,7,Grover Cleveland
1888,California,Republican,8,Benjamin Harrison
1888,Colorado,Republican,3,Benjamin Harrison
1888,Connecticut,Democrat,6,Grover Cleveland
1888,Delaware,Democrat,3,Grover Cleveland
1888,Florida,Democrat,4,Grover Cleveland
1888,Georgia,Democrat,12,Grover Cleveland
1888,Illinois,Republican,22,Benjamin Harrison
1888,Indiana,Republican,15,Benjamin Harrison
1888,Iowa,Republican,13,Benjamin Harrison
1888,Kansas,Republican,9,Benjamin Harrison
1888,Kentucky,Democrat,13,Grover Cleveland
1888,Louisiana,Democrat,8,Benjamin Harrison
1888,Maine,Republican,6,Benjamin Harrison
1888,Maryland,Democrat,8,Grover Cleveland
1888,Massachusetts,Republican,14,Benjamin Harrison
1888,Michigan,Republican,13,Benjamin Harrison
1888,Minnesota,Republican,7,Benjamin Harrison
1888,Mississippi,Democrat,9,Grover Cleveland
1888,Missouri,Democrat,16,Grover Cleveland
1888,Nebraska,Republican,5,Benjamin Harrison
1888,Nevada,Republican,3,Benjamin Harrison
1888,New Hampshire,Republican,4,Benjamin Harrison
1888,New Jersey,Democrat,9,Grover Cleveland
1888,New York,Republican,36,Benjamin Harrison
1888,North Carolina,Democrat,11,Grover Cleveland
1888,Ohio,Republican,23,Benjamin Harrison
1888,Oregon,Republican,3,Benjamin Harrison
1888,Pennsylvania,Republican,30,Benjamin Harrison
1888,Rhode Island,Republican,4,Benjamin Harrison
1888,South Carolina,Democrat,9,Grover Cleveland
1888,Tennessee,Democrat,12,Grover Cleveland
1888,Texas,Democrat,13,Grover Cleveland
1888,Vermont,Republican,4,Benjamin Harrison
1888,Virginia,Democrat,12,Grover Cleveland
1888,West Virginia,Democrat,6,Grover Cleveland
1888,Wisconsin,Republican,11,Benjamin Harrison
1888,Hawaii,Vacant State,0,
1888,Idaho,Vacant State,0,
1888,Montana,Vacant State,0,
1888,New Mexico,Vacant State,0,
1888,North Dakota,Vacant State,0,
1888,Oklahoma,Vacant State,0,
1888,South Dakota,Vacant State,0,
1888,Utah,Vacant State,0,
1888,Washington,Vacant State,0,
1888,Wyoming,Vacant State,0,
1888,"Washington, D.C.",Vacant State,0,
1888,Alaska,Vacant State,0,
1888,Arizona,Vacant State,0,
1884,Alabama,Democrat,10,Grover Cleveland
1884,Arkansas,Democrat,7,Grover Cleveland
1884,California,Republican,8,James G. Blaine
1884,Colorado,Republican,3,James G. Blaine
1884,Connecticut,Democrat,6,Grover Cleveland
1884,Delaware,Democrat,3,Grover Cleveland
1884,Florida,Democrat,4,Grover Cleveland
1884,Georgia,Democrat,12,Grover Cleveland
1884,Illinois,Republican,22,James G. Blaine
1884,Indiana,Democrat,15,Grover Cleveland
1884,Iowa,Republican,13,James G. Blaine
1884,Kansas,Republican,9,James G. Blaine
1884,Kentucky,Democrat,13,Grover Cleveland
1884,Louisiana,Democrat,8,James G. Blaine
1884,Maine,Republican,6,James G. Blaine
1884,Maryland,Democrat,8,Grover Cleveland
1884,Massachusetts,Republican,14,James G. Blaine
1884,Michigan,Republican,13,James G. Blaine
1884,Minnesota,Republican,7,James G. Blaine
1884,Mississippi,Democrat,9,Grover Cleveland
1884,Missouri,Democrat,16,Grover Cleveland
1884,Nebraska,Republican,5,James G. Blaine
1884,Nevada,Republican,3,James G. Blaine
1884,New Hampshire,Republican,4,James G. Blaine
1884,New Jersey,Democrat,9,Grover Cleveland
1884,New York,Democrat,36,Grover Cleveland
1884,North Carolina,Democrat,11,Grover Cleveland
1884,Ohio,Republican,23,James G. Blaine
1884,Oregon,Republican,3,James G. Blaine
1884,Pennsylvania,Republican,30,James G. Blaine
1884,Rhode Island,Republican,4,James G. Blaine
1884,South Carolina,Democrat,9,Grover Cleveland
1884,Tennessee,Democrat,12,Grover Cleveland
1884,Texas,Democrat,13,Grover Cleveland
1884,Vermont,Republican,4,James G. Blaine
1884,Virginia,Democrat,12,Grover Cleveland
1884,West Virginia,Democrat,6,Grover Cleveland
1884,Wisconsin,Republican,11,James G. Blaine
1884,Hawaii,Vacant State,0,
1884,Idaho,Vacant State,0,
1884,Montana,Vacant State,0,
1884,New Mexico,Vacant State,0,
1884,North Dakota,Vacant State,0,
1884,Oklahoma,Vacant State,0,
1884,South Dakota,Vacant State,0,
1884,Utah,Vacant State,0,
1884,Washington,Vacant State,0,
1884,Wyoming,Vacant State,0,
1884,"Washington, D.C.",Vacant State,0,
1884,Alaska,Vacant State,0,
1884,Arizona,Vacant State,0,
1880,Alabama,Democrat,10,Winfield S. Hancock
1880,Arkansas,Democrat,6,Winfield S. Hancock
1880,California,Democrat,5,Winfield S. Hancock
1880,California-2,Republican,1,James A. Garfield
1880,Colorado,Republican,3,James A. Garfield
1880,Connecticut,Republican,6,James A. Garfield
1880,Delaware,Democrat,3,Winfield S. Hancock
1880,Florida,Democrat,4,Winfield S. Hancock
1880,Georgia,Democrat,11,Winfield S. Hancock
1880,Illinois,Republican,21,James A. Garfield
1880,Indiana,Republican,15,James A. Garfield
1880,Iowa,Republican,11,James A. Garfield
1880,Kansas,Republican,5,James A. Garfield
1880,Kentucky,Democrat,12,Winfield S. Hancock
1880,Louisiana,Democrat,8,James A. Garfield
1880,Maine,Republican,7,James A. Garfield
1880,Maryland,Democrat,8,Winfield S. Hancock
1880,Massachusetts,Republican,13,James A. Garfield
1880,Michigan,Republican,11,James A. Garfield
1880,Minnesota,Republican,5,James A. Garfield
1880,Mississippi,Democrat,8,Winfield S. Hancock
1880,Missouri,Democrat,15,Winfield S. Hancock
1880,Nebraska,Republican,3,James A. Garfield
1880,Nevada,Democrat,3,Winfield S. Hancock
1880,New Hampshire,Republican,5,James A. Garfield
1880,New Jersey,Democrat,9,Winfield S. Hancock
1880,New York,Republican,35,James A. Garfield
1880,North Carolina,Democrat,10,Winfield S. Hancock
1880,Ohio,Republican,22,James A. Garfield
1880,Oregon,Republican,3,James A. Garfield
1880,Pennsylvania,Republican,29,James A. Garfield
1880,Rhode Island,Republican,4,James A. Garfield
1880,South Carolina,Democrat,7,Winfield S. Hancock
1880,Tennessee,Democrat,12,Winfield S. Hancock
1880,Texas,Democrat,8,Winfield S. Hancock
1880,Vermont,Republican,5,James A. Garfield
1880,Virginia,Democrat,11,Winfield S. Hancock
1880,West Virginia,Democrat,5,Winfield S. Hancock
1880,Wisconsin,Republican,10,James A. Garfield
1880,Hawaii,Vacant State,0,
1880,Idaho,Vacant State,0,
1880,Montana,Vacant State,0,
1880,New Mexico,Vacant State,0,
1880,North Dakota,Vacant State,0,
1880,Oklahoma,Vacant State,0,
1880,South Dakota,Vacant State,0,
1880,Utah,Vacant State,0,
1880,Washington,Vacant State,0,
1880,Wyoming,Vacant State,0,
1880,"Washington, D.C.",Vacant State,0,
1880,Alaska,Vacant State,0,
1880,Arizona,Vacant State,0,
1876,Alabama,Democrat,10,Samuel J. Tilden
1876,Arkansas,Democrat,6,Samuel J. Tilden
1876,California,Republican,6,Rutherford B. Hayes
1876,Colorado,Republican,3,Rutherford B. Hayes
1876,Connecticut,Democrat,6,Samuel J. Tilden
1876,Delaware,Democrat,3,Samuel J. Tilden
1876,Florida,Republican,4,Rutherford B. Hayes
1876,Georgia,Democrat,11,Samuel J. Tilden
1876,Illinois,Republican,21,Rutherford B. Hayes
1876,Indiana,Democrat,15,Samuel J. Tilden
1876,Iowa,Republican,11,Rutherford B. Hayes
1876,Kansas,Republican,5,Rutherford B. Hayes
1876,Kentucky,Democrat,12,Samuel J. Tilden
1876,Louisiana,Republican,8,Rutherford B. Hayes
1876,Maine,Republican,7,Rutherford B. Hayes
1876,Maryland,Democrat,8,Samuel J. Tilden
1876,Massachusetts,Republican,13,Rutherford B. Hayes
1876,Michigan,Republican,11,Rutherford B. Hayes
1876,Minnesota,Republican,5,Rutherford B. Hayes
1876,Mississippi,Democrat,8,Samuel J. Tilden
1876,Missouri,Democrat,15,Samuel J. Tilden
1876,Nebraska,Republican,3,Rutherford B. Hayes
1876,Nevada,Republican,3,Rutherford B. Hayes
1876,New Hampshire,Republican,5,Rutherford B. Hayes
1876,New Jersey,Democrat,9,Samuel J. Tilden
1876,New York,Democrat,35,Samuel J. Tilden
1876,North Carolina,Democrat,10,Samuel J. Tilden
1876,Ohio,Republican,22,Rutherford B. Hayes
1876,Oregon,Republican,3,Rutherford B. Hayes
1876,Pennsylvania,Republican,29,Rutherford B. Hayes
1876,Rhode Island,Republican,4,Rutherford B. Hayes
1876,South Carolina,Republican,7,Rutherford B. Hayes
1876,Tennessee,Democrat,12,Samuel J. Tilden
1876,Texas,Democrat,8,Samuel J. Tilden
1876,Vermont,Republican,5,Rutherford B. Hayes
1876,Virginia,Democrat,11,Samuel J. Tilden
1876,West Virginia,Democrat,5,Samuel J. Tilden
1876,Wisconsin,Republican,10,Rutherford B. Hayes
1876,Hawaii,Vacant State,0,
1876,Idaho,Vacant State,0,
1876,Montana,Vacant State,0,
1876,New Mexico,Vacant State,0,
1876,North Dakota,Vacant State,0,
1876,Oklahoma,Vacant State,0,
1876,South Dakota,Vacant State,0,
1876,Utah,Vacant State,0,
1876,Washington,Vacant State,0,
1876,Wyoming,Vacant State,0,
1876,"Washington, D.C.",Vacant State,0,
1876,Alaska,Vacant State,0,
1876,Arizona,Vacant State,0,
1872,Alabama,Republican,10,Ulysses S. Grant
1872,Arkansas,Republican,6,Ulysses S. Grant
1872,California,Republican,6,Ulysses S. Grant
1872,Connecticut,Republican,6,Ulysses S. Grant
1872,Delaware,Republican,3,Ulysses S. Grant
1872,Florida,Republican,4,Ulysses S. Grant
1872,Georgia,Democrat,11,Horace Greeley
1872,Illinois,Republican,21,Ulysses S. Grant
1872,Indiana,Republican,15,Ulysses S. Grant
1872,Iowa,Republican,11,Ulysses S. Grant
1872,Kansas,Republican,5,Ulysses S. Grant
1872,Kentucky,Democrat,12,Horace Greeley
1872,Louisiana,Republican,8,Ulysses S. Grant
1872,Maine,Republican,7,Ulysses S. Grant
1872,Maryland,Democrat,8,Horace Greeley
1872,Massachusetts,Republican,13,Ulysses S. Grant
1872,Michigan,Republican,11,Ulysses S. Grant
1872,Minnesota,Republican,5,Ulysses S. Grant
1872,Mississippi,Republican,8,Ulysses S. Grant
1872,Missouri,Democrat,15,Horace Greeley
1872,Nebraska,Republican,3,Ulysses S. Grant
1872,Nevada,Republican,3,Ulysses S. Grant
1872,New Hampshire,Republican,5,Ulysses S. Grant
1872,New Jersey,Republican,9,Ulysses S. Grant
1872,New York,Republican,35,Ulysses S. Grant
1872,North Carolina,Republican,10,Ulysses S. Grant
1872,Ohio,Republican,22,Ulysses S. Grant
1872,Oregon,Republican,3,Ulysses S. Grant
1872,Pennsylvania,Republican,29,Ulysses S. Grant
1872,Rhode Island,Republican,4,Ulysses S. Grant
1872,South Carolina,Republican,7,Ulysses S. Grant
1872,Tennessee,Democrat,12,Horace Greeley
1872,Texas,Democrat,8,Horace Greeley
1872,Vermont,Republican,5,Ulysses S. Grant
1872,Virginia,Republican,11,Ulysses S. Grant
1872,West Virginia,Republican,5,Ulysses S. Grant
1872,Wisconsin,Republican,10,Ulysses S. Grant
1872,Colorado,Vacant State,0,
1872,Hawaii,Vacant State,0,
1872,Idaho,Vacant State,0,
1872,Montana,Vacant State,0,
1872,New Mexico,Vacant State,0,
1872,North Dakota,Vacant State,0,
1872,Oklahoma,Vacant State,0,
1872,South Dakota,Vacant State,0,
1872,Utah,Vacant State,0,
1872,Washington,Vacant State,0,
1872,Wyoming,Vacant State,0,
1872,"Washington, D.C.",Vacant State,0,
1872,Alaska,Vacant State,0,
1872,Arizona,Vacant State,0,
1868,Alabama,Republican,8,Ulysses S. Grant
1868,Arkansas,Republican,0,Ulysses S. Grant
1868,California,Republican,5,Ulysses S. Grant
1868,Connecticut,Republican,6,Ulysses S. Grant
1868,Delaware,Democrat,3,Horatio Seymour
1868,Florida,Republican,3,Ulysses S. Grant
1868,Georgia,Democrat,9,Horatio Seymour
1868,Illinois,Republican,16,Ulysses S. Grant
1868,Indiana,Republican,13,Ulysses S. Grant
1868,Iowa,Republican,8,Ulysses S. Grant
1868,Kansas,Republican,3,Ulysses S. Grant
1868,Kentucky,Democrat,11,Horatio Seymour
1868,Louisiana,Democrat,7,Horatio Seymour
1868,Maine,Republican,7,Ulysses S. Grant
1868,Maryland,Democrat,7,Horatio Seymour
1868,Massachusetts,Republican,12,Ulysses S. Grant
1868,Michigan,Republican,8,Ulysses S. Grant
1868,Minnesota,Republican,4,Ulysses S. Grant
1868,Mississippi,Neutral,0,
1868,Missouri,Republican,11,Ulysses S. Grant
1868,Nebraska,Republican,3,Ulysses S. Grant
1868,Nevada,Republican,3,Ulysses S. Grant
1868,New Hampshire,Republican,5,Ulysses S. Grant
1868,New Jersey,Democrat,7,Horatio Seymour
1868,New York,Democrat,33,Horatio Seymour
1868,North Carolina,Republican,9,Ulysses S. Grant
1868,Ohio,Republican,21,Ulysses S. Grant
1868,Oregon,Democrat,3,Horatio Seymour
1868,Pennsylvania,Republican,26,Ulysses S. Grant
1868,Rhode Island,Republican,4,Ulysses S. Grant
1868,South Carolina,Republican,6,Ulysses S. Grant
1868,Tennessee,Republican,10,Ulysses S. Grant
1868,Texas,Neutral,0,
1868,Vermont,Republican,5,Ulysses S. Grant
1868,Virginia,Neutral,0,
1868,West Virginia,Republican,5,Ulysses S. Grant
1868,Wisconsin,Republican,8,Ulysses S. Grant
1868,Colorado,Vacant State,0,
1868,Hawaii,Vacant State,0,
1868,Idaho,Vacant State,0,
1868,Montana,Vacant State,0,
1868,New Mexico,Vacant State,0,
1868,North Dakota,Vacant State,0,
1868,Oklahoma,Vacant State,0,
1868,South Dakota,Vacant State,0,
1868,Utah,Vacant State,0,
1868,Washington,Vacant State,0,
1868,Wyoming,Vacant State,0,
1868,"Washington, D.C.",Vacant State,0,
1868,Alaska,Vacant State,0,
1868,Arizona,Vacant State,0,
1864,Alabama,Neutral,0,
1864,Arkansas,Neutral,0,
1864,California,Republican,5,Abraham Lincoln
1864,Connecticut,Republican,6,Abraham Lincoln
1864,Delaware,Democrat,3,George B. McClellan
1864,Florida,Neutral,0,
1864,Georgia,Neutral,0,
1864,Illinois,Republican,16,Abraham Lincoln
1864,Indiana,Republican,13,Abraham Lincoln
1864,Iowa,Republican,8,Abraham Lincoln
1864,Kansas,Republican,3,Abraham Lincoln
1864,Kentucky,Democrat,11,George B. McClellan
1864,Louisiana,Neutral,0,
1864,Maine,Republican,7,Abraham Lincoln
1864,Maryland,Republican,7,Abraham Lincoln
1864,Massachusetts,Republican,12,Abraham Lincoln
1864,Michigan,Republican,8,Abraham Lincoln
1864,Minnesota,Republican,4,Abraham Lincoln
1864,Mississippi,Neutral,0,
1864,Missouri,Republican,11,Abraham Lincoln
1864,Nevada,Republican,2,Abraham Lincoln
1864,New Hampshire,Republican,5,Abraham Lincoln
1864,New Jersey,Democrat,7,George B. McClellan
1864,New York,Republican,33,Abraham Lincoln
1864,North Carolina,Neutral,0,
1864,Ohio,Republican,21,Abraham Lincoln
1864,Oregon,Republican,3,Abraham Lincoln
1864,Pennsylvania,Republican,26,Abraham Lincoln
1864,Rhode Island,Republican,4,Abraham Lincoln
1864,South Carolina,Neutral,0,
1864,Tennessee,Neutral,0,
1864,Texas,Neutral,0,
1864,Vermont,Republican,5,Abraham Lincoln
1864,Virginia,Neutral,0,
1864,West Virginia,Republican,5,Abraham Lincoln
1864,Wisconsin,Republican,8,Abraham Lincoln
1864,Nebraska,Vacant State,0,
1864,Colorado,Vacant State,0,
1864,Hawaii,Vacant State,0,
1864,Idaho,Vacant State,0,
1864,Montana,Vacant State,0,
1864,New Mexico,Vacant State,0,
1864,North Dakota,Vacant State,0,
1864,Oklahoma,Vacant State,0,
1864,South Dakota,Vacant State,0,
1864,Utah,Vacant State,0,
1864,Washington,Vacant State,0,
1864,Wyoming,Vacant State,0,
1864,"Washington, D.C.",Vacant State,0,
1864,Alaska,Vacant State,0,
1864,Arizona,Vacant State,0,
1860,Alabama,Democrat,9,John C. Breckinridge
1860,Arkansas,Democrat,4,John C. Breckinridge
1860,California,Republican,4,Abraham Lincoln
1860,Connecticut,Republican,6,Abraham Lincoln
1860,Delaware,Democrat,3,John C. Breckinridge
1860,Florida,Democrat,3,John C. Breckinridge
1860,Georgia,Democrat,10,John C. Breckinridge
1860,Illinois,Republican,11,Abraham Lincoln
1860,Indiana,Republican,13,Abraham Lincoln
1860,Iowa,Republican,4,Abraham Lincoln
1860,Kentucky,Constitutional Union,12,John Bell
1860,Louisiana,Democrat,6,John C. Breckinridge
1860,Maine,Republican,8,Abraham Lincoln
1860,Maryland,Democrat,8,John C. Breckinridge
1860,Massachusetts,Republican,13,Abraham Lincoln
1860,Michigan,Republican,6,Abraham Lincoln
1860,Minnesota,Republican,4,Abraham Lincoln
1860,Mississippi,Democrat,7,Abraham Lincoln
1860,Missouri,Democrat-2,9,Stephen A. Douglas
1860,New Hampshire,Republican,5,Abraham Lincoln
1860,New Jersey,Democrat-2,3,Stephen A. Douglas
1860,New Jersey-2,Republican,4,Abraham Lincoln
1860,New York,Republican,35,Abraham Lincoln
1860,North Carolina,Democrat,10,John C. Breckinridge
1860,Ohio,Republican,23,Abraham Lincoln
1860,Oregon,Republican,3,Abraham Lincoln
1860,Pennsylvania,Republican,27,Abraham Lincoln
1860,Rhode Island,Republican,4,Abraham Lincoln
1860,South Carolina,Democrat,8,John C. Breckinridge
1860,Tennessee,Constitutional Union,12,John Bell
1860,Texas,Democrat,4,John C. Breckinridge
1860,Vermont,Republican,5,Abraham Lincoln
1860,Virginia,Constitutional Union,13,John Bell
1860,West Virginia,Other,0,
1860,Wisconsin,Republican,5,Abraham Lincoln
1860,Nevada,Vacant State,0,
1860,Kansas,Vacant State,0,
1860,Colorado,Vacant State,0,
1860,Nebraska,Vacant State,0,
1860,Hawaii,Vacant State,0,
1860,Idaho,Vacant State,0,
1860,Montana,Vacant State,0,
1860,New Mexico,Vacant State,0,
1860,North Dakota,Vacant State,0,
1860,Oklahoma,Vacant State,0,
1860,South Dakota,Vacant State,0,
1860,Utah,Vacant State,0,
1860,Washington,Vacant State,0,
1860,Wyoming,Vacant State,0,
1860,"Washington, D.C.",Vacant State,0,
1860,Alaska,Vacant State,0,
1860,Arizona,Vacant State,0,
1856,Alabama,Democrat,9,James Buchanan
1856,Arkansas,Democrat,4,James Buchanan
1856,California,Democrat,4,James Buchanan
1856,Connecticut,Republican,6,James Buchanan
1856,Delaware,Democrat,3,James Buchanan
1856,Florida,Democrat,3,James Buchanan
1856,Georgia,Democrat,10,James Buchanan
1856,Illinois,Democrat,11,James Buchanan
1856,Indiana,Democrat,13,James Buchanan
1856,Iowa,Republican,4,James Buchanan
1856,Kentucky,Democrat,12,James Buchanan
1856,Louisiana,Democrat,6,James Buchanan
1856,Maine,Republican,8,John C. Fremont
1856,Maryland,American,8,Millard Fillmore
1856,Massachusetts,Republican,13,James Buchanan
1856,Michigan,Republican,6,James Buchanan
1856,Mississippi,Democrat,7,James Buchanan
1856,Missouri,Democrat,9,John C. Fremont
1856,New Hampshire,Republican,5,James Buchanan
1856,New Jersey,Democrat,7,James Buchanan
1856,New York,Republican,35,John C. Fremont
1856,North Carolina,Democrat,10,James Buchanan
1856,Ohio,Republican,23,James Buchanan
1856,Pennsylvania,Democrat,27,James Buchanan
1856,Rhode Island,Republican,4,James Buchanan
1856,South Carolina,Democrat,8,James Buchanan
1856,Tennessee,Democrat,12,James Buchanan
1856,Texas,Democrat,4,James Buchanan
1856,Vermont,Republican,5,James Buchanan
1856,Virginia,Democrat,13,James Buchanan
1856,West Virginia,Democrat,0,
1856,Wisconsin,Republican,5,James Buchanan
1856,Nebraska,Vacant State,0,
1856,Kansas,Vacant State,0,
1856,Minnesota,Vacant State,0,
1856,Oregon,Vacant State,0,
1856,Hawaii,Vacant State,0,
1856,Idaho,Vacant State,0,
1856,Montana,Vacant State,0,
1856,New Mexico,Vacant State,0,
1856,North Dakota,Vacant State,0,
1856,Oklahoma,Vacant State,0,
1856,South Dakota,Vacant State,0,
1856,Utah,Vacant State,0,
1856,Washington,Vacant State,0,
1856,Wyoming,Vacant State,0,
1856,"Washington, D.C.",Vacant State,0,
1856,Alaska,Vacant State,0,
1856,Arizona,Vacant State,0,
1856,Colorado,Vacant State,0,
1856,Nevada,Vacant State,0,
1852,Alabama,Democrat,9,Franklin Pierce
1852,Arkansas,Democrat,4,Franklin Pierce
1852,California,Democrat,4,Franklin Pierce
1852,Connecticut,Democrat,6,Franklin Pierce
1852,Delaware,Democrat,3,Franklin Pierce
1852,Florida,Democrat,3,Franklin Pierce
1852,Georgia,Democrat,10,Franklin Pierce
1852,Illinois,Democrat,11,Franklin Pierce
1852,Indiana,Democrat,13,Franklin Pierce
1852,Iowa,Democrat,4,Franklin Pierce
1852,Kentucky,Whig,12,Winfield Scott
1852,Louisiana,Democrat,6,Franklin Pierce
1852,Maine,Democrat,8,Franklin Pierce
1852,Maryland,Democrat,8,Franklin Pierce
1852,Massachusetts,Whig,13,Winfield Scott
1852,Michigan,Democrat,6,Franklin Pierce
1852,Mississippi,Democrat,7,Franklin Pierce
1852,Missouri,Democrat,9,Franklin Pierce
1852,New Hampshire,Democrat,5,Franklin Pierce
1852,New Jersey,Democrat,7,Franklin Pierce
1852,New York,Democrat,35,Franklin Pierce
1852,North Carolina,Democrat,10,Franklin Pierce
1852,Ohio,Democrat,23,Franklin Pierce
1852,Pennsylvania,Democrat,27,Franklin Pierce
1852,Rhode Island,Democrat,4,Franklin Pierce
1852,South Carolina,Democrat,8,Franklin Pierce
1852,Tennessee,Whig,12,Winfield Scott
1852,Texas,Democrat,4,Franklin Pierce
1852,Vermont,Whig,5,Winfield Scott
1852,Virginia,Democrat,15,Franklin Pierce
1852,West Virginia,Democrat,0,
1852,Wisconsin,Democrat,5,Franklin Pierce
1852,Nebraska,Vacant State,0,
1852,Kansas,Vacant State,0,
1852,Minnesota,Vacant State,0,
1852,Oregon,Vacant State,0,
1852,Hawaii,Vacant State,0,
1852,Idaho,Vacant State,0,
1852,Montana,Vacant State,0,
1852,New Mexico,Vacant State,0,
1852,North Dakota,Vacant State,0,
1852,Oklahoma,Vacant State,0,
1852,South Dakota,Vacant State,0,
1852,Utah,Vacant State,0,
1852,Washington,Vacant State,0,
1852,Wyoming,Vacant State,0,
1852,"Washington, D.C.",Vacant State,0,
1852,Alaska,Vacant State,0,
1852,Arizona,Vacant State,0,
1852,Colorado,Vacant State,0,
1852,Nevada,Vacant State,0,
1848,Alabama,Democrat,9,Lewis Cass
1848,Arkansas,Democrat,3,Lewis Cass
1848,Connecticut,Whig,6,Zachary Taylor
1848,Delaware,Whig,3,Zachary Taylor
1848,Florida,Whig,3,Zachary Taylor
1848,Georgia,Whig,10,Zachary Taylor
1848,Illinois,Democrat,9,Lewis Cass
1848,Indiana,Democrat,12,Lewis Cass
1848,Iowa,Democrat,4,Lewis Cass
1848,Kentucky,Whig,12,Zachary Taylor
1848,Louisiana,Whig,6,Zachary Taylor
1848,Maine,Democrat,9,Lewis Cass
1848,Maryland,Whig,8,Zachary Taylor
1848,Massachusetts,Whig,12,Zachary Taylor
1848,Michigan,Democrat,5,Lewis Cass
1848,Mississippi,Democrat,6,Lewis Cass
1848,Missouri,Democrat,7,Lewis Cass
1848,New Hampshire,Democrat,6,Lewis Cass
1848,New Jersey,Whig,7,Zachary Taylor
1848,New York,Whig,36,Zachary Taylor
